unique_property_reference_number,unique_asset_id,name_of_building_land_or_both,street_number_or_numbers,street_name,postal_town,uk_postcode,easting,northing,tenure,tenure_characteristics,land_only,size_of_asset,size_units,effective_service_delivery_government_services_function,reason_for_holding_asset,localism_act,total_building_operation_costs,required_maintenance_costs,suitability_rating,energy_performance_dec_rating
"100071399770","3091","Hillmorton Primary School","","Watts Lane","Hillmorton, Rugby","CV21 4PE",453760,273770,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",1722.89,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",344636.04,"Not Currently Available","E"
"100071500974","3092","English Martyrs Catholic Primary School","","High Street","Hillmorton, Rugby","CV21 4EE",453070,273490,"Freehold","Occupied by the Local Authority","Land with a permanent building",1051.19,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",135427.38,"Not Currently Available","n/a"
"10010517097","3093","Merttens Playing Fields","","Merttens Drive","Rugby","CV22 7AE",449810,274730,"Freehold","Occupied by the Local Authority","Land only",1.44,"Hectares","Education and learning","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071399479","3094","St. Oswald's C.E. Primary School (Academy)","","Addison Road","Rugby","CV22 7DJ",448900,275120,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",1570.00,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",373010.08,"Not Currently Available","D"
"100071502333","3095","Bilton Infant School","","Magnet Lane","Bilton, Rugby","CV22 7NH",448330,273560,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",1155.95,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",119228.62,"Not Currently Available","E"
"100071399553","3098","The Paddox Centre","","Fareham Avenue","Hillmorton, Rugby","CV22 5HS",451930,273840,"Freehold","Occupied by the Local Authority","Land with a permanent building",150.88,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",19321.16,"Not Currently Available","n/a"
"100071500973","3099","Abbots Farm Infant School","","Abbotts Way","Rugby","CV21 4AP",452520,274530,"Freehold","Occupied by the Local Authority","Land with a permanent building",1055.16,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",214800.64,"Not Currently Available","D"
"100071500968","3100","Abbots Farm Junior School","","Abbotts Way","Rugby","CV21 4AP",452600,274500,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",1513.49,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",314668.58,"Not Currently Available","C"
"100071399493","3104","Bawnmore Infant School","","Bawnmore Road","Rugby","CV22 6JS",449080,273110,"Freehold","Occupied by the Local Authority","Land with a permanent building",1173.15,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",160416.00,"Not Currently Available","D"
"100071399727","3105","Northlands Primary School","","Pinders Lane","Rugby","CV21 2SS",450710,275630,"Freehold","Occupied by the Local Authority","Land with a permanent building",1590.27,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",101215.82,"Not Currently Available","D"
"100071502028","3107","St Marie's Catholic Primary School (Former Infant)","","Dunchurch Road","Rugby","CV22 6AQ",450225,274590,"Other","Vested in Trustees","Land with a permanent building",1193.76,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",82982.92,"Not Currently Available","E"
"100071399519","3108","St Andrew's Benn CE (Voluntary Aided) Primary Scho","","Chester Street","Rugby","CV21 3NX",451530,275680,"Freehold","Occupied by the Local Authority","Land with a permanent building",2067.38,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",299140.54,"Not Currently Available","D"
"100071500096","3109","The Benn Education Centre","","Claremont Road","Rugby","CV21 3LU",451200,275580,"Leasehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",485.40,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",175226.14,"Not Currently Available","n/a"
"10010517119","3110","Playing Fields (Twickenham Field)  Academy","","Overslade Lane","Rugby","CV22 6EG",449700,273750,"Freehold","Part or Wholly let out on Leasehold or Licence","Land only",1.92,"Hectares","Education and learning","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071399616","3111","Hill Street Community Youth Centre","","Hill Street","Rugby","CV21 2NB",450090,275640,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",595.69,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071500151","3112","Lawrence Sheriff School (Academy)","","Clifton Road","Rugby","CV21 3AG",450780,275060,"Other","Vested in Trustees","Land with a permanent building",11464.11,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",689237.32,"Not Currently Available","B, C"
"10010517120","3113","Moat Farm Drive Playing Field","","Moat Farm Drive","Hillmorton, Rugby","CV21 4HF",453540,273343,"Freehold","Part or Wholly let out on Leasehold or Licence","Land only",2.30,"Hectares","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071502339","3114","Henry Hinde Junior School (Academy)","","Cornwallis Road","Bilton, Rugby","CV22 7HN",447930,274680,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",1552.90,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",383273.11,"Not Currently Available","D"
"10010504277","3116","Bilton Evangelical Church","27","Main Street","Bilton, Rugby","CV22 7NQ",448200,273620,"Leasehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",223.80,"Sq.m","Licences, permits and permissions","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071499332","3119","Hunters Lane Household Waste Recycling Centre","","Hunters Lane","Rugby","CV21 1EA",450300,276220,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",225.98,"Sq.m","Environmental protection","To Follow","n/a","Not Currently Available",14317.60,"Not Currently Available","n/a"
"200002867872","3120","Great Central Industrial Estate","1","Great Central Way","Rugby","CV21 3XH",451700,276080,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",2055.96,"Sq.m","Transport and highways","To Follow","n/a","Not Currently Available",24150.74,"Not Currently Available","n/a"
"10010507751","3131","Harris High School (Academy) - Caretakers House","11","Harris Drive","Rugby","CV22 6DX",449650,273980,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",118.81,"Sq.m","Housing","To Follow","n/a","Not Currently Available",18452.46,"Not Currently Available","n/a"
"100071399534","3144","Rugby Fire Station","","Corporation Street","Rugby","CV21 2DN",450090,275400,"Freehold","Occupied by the Local Authority","Land with a permanent building",1331.05,"Sq.m","Community safety","To Follow","n/a","Not Currently Available",188035.60,"Not Currently Available","C"
"100071399619","3148","Fawsley House","25","Hillmorton Road","Rugby","CV22 5BX",450950,274880,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",1325.18,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",284083.91,"Not Currently Available","D"
"100071502167","3150","Bloxham Centre","8","Somers Road","New Bilton, Rugby","CV22 7DE",448780,275320,"Freehold","Occupied by the Local Authority","Land with a permanent building",1446.68,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",210771.69,"Not Currently Available","E"
"100071236480","3197","Manor Farm","","London Road","Ryton-On-Dunsmore","CV8 3ER",439215,273922,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land with a permanent building",1724.73,"Sq.m","Environmental protection","To Follow","n/a","Not Currently Available",90886.18,"Not Currently Available","n/a"
"100071521394","3198","Coney Grey Farm","","Oxford Road","Ryton-On-Dunsmore","CV8 3EJ",437380,274270,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land with a permanent building",1602.38,"Sq.m","Environmental protection","To Follow","n/a","Not Currently Available",166389.92,"Not Currently Available","n/a"
"100071236586","3199","Manor Farm Cottage","","Oxford Road","Ryton-On-Dunsmore","CV8 3EA",437579,274483,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land with a permanent building",130.65,"Sq.m","Environmental protection","To Follow","n/a","Not Currently Available",6723.89,"Not Currently Available","n/a"
"10010517124","3200","Ryton Heath Holding","","Freeboard Lane","Stretton-On-Dunsmore","CV8 3EQ",439748,273228,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land only",9.28,"Hectares","Environmental protection","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071236479","3201","Jubilee Cottage","","London Road","Ryton-On-Dunsmore","CV8 3ER",439362,273788,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land with a permanent building",125.86,"Sq.m","Environmental protection","To Follow","n/a","Not Currently Available",5757.78,"Not Currently Available","n/a"
"10010514094","3202","Jubilee Pools (inc. in 3201)","","London Road","Ryton-On-Dunsmore","CV8 3EQ",439106,273620,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land with a permanent building",29.93,"Sq.m","Environmental protection","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"10010517126","3203","Manor Farm","","London Road","Ryton-On-Dunsmore","CV8 3ET",438810,274860,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land only",9.72,"Hectares","Environmental protection","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071521673","3204","Provost Williams C.E. Primary School","","Sodens Avenue","Ryton-On-Dunsmore","CV8 3FF",438270,274160,"Freehold","Occupied by the Local Authority","Land with a permanent building",1147.99,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",178055.43,"Not Currently Available","D"
"10010514345","3205","Ryton Pools Country Park","","Ryton Road","Bubbenhall","CV8 3BG",437047,272439,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",677.14,"Sq.m","Environmental protection","To Follow","n/a","Not Currently Available",35870.69,"Not Currently Available","n/a"
"100071503656","3210","Knightlow C.E. Primary School","","Hill Crescent","Stretton-On-Dunsmore","CV23 9NF",440850,273060,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",1675.05,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",152880.39,"Not Currently Available","C"
"10010513083","3213","Land adj to Former Shilton & Ansty C.E. Annexe","22","Church Road","Shilton","CV7 9HW",440267,284236,"Freehold","Part or Wholly let out on Leasehold or Licence","Land only",0.05,"Hectares","Licences, permits and permissions","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"10010517129","3214","Land At Mawby's Barn Farm","","Lutterworth Road","Stretton-Under-Fosse","CV23 0PU",443773,280577,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land only",19.71,"Hectares","Environmental protection","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071503594","3215","Barnwells Barn Farm (West)","","London Road","Thurlaston","CV23 9LE",446270,271464,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land with a permanent building",778.06,"Sq.m","Environmental protection","To Follow","n/a","Not Currently Available",22757.09,"Not Currently Available","n/a"
"100071503315","3216","Barnwells Barn Farm (East)","","London Road","Thurlaston","CV23 9LE",446307,271463,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land with a permanent building",1619.85,"Sq.m","Environmental protection","To Follow","n/a","Not Currently Available",31440.72,"Not Currently Available","n/a"
"10010517135","3217","Draycote Water Country Park","","Draycote Water","Kites Hardwick","CV23 8AE",446698,269157,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",66.41,"Sq.m","Environmental protection","To Follow","n/a","Not Currently Available",4021.22,"Not Currently Available","n/a"
"10010513341","3220","South Lodge Farm","","Coalpit Lane","Wolston","CV23 9HJ",444453,272536,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land with a permanent building",4503.68,"Sq.m","Environmental protection","To Follow","n/a","Not Currently Available",107243.47,"Not Currently Available","n/a"
"10010510754","3221","Open Space Land Let To Wolston Parish Council","","Manor Estate","Wolston","CV8 3GT",440700,275360,"Freehold","Part or Wholly let out on Leasehold or Licence","Land only",4.43,"Hectares","Licences, permits and permissions","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071521674","3223","St Margaret's CE Primary School","","Main Street","Wolston","CV8 3HH",441130,275630,"Freehold","Occupied by the Local Authority","Land with a permanent building",1306.96,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",236632.37,"Not Currently Available","D"
"100071521669","3225","Wolston Library & Information Centre","","Warwick Road","Wolston","CV8 3GX",441160,275360,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",156.14,"Sq.m","Leisure and culture","To Follow","n/a","Not Currently Available",11098.18,"Not Currently Available","n/a"
"10010517131","3226","Land Adjoining Fosse Way","","Fosse Way","Wolston","CV23 9HU",441500,273750,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land only",2.00,"Hectares","Environmental protection","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071530209","3229","Wolvey CE Primary School","","Bulkington Road","Wolvey","LE10 3LA",442590,287750,"Freehold","Occupied by the Local Authority","Land with a permanent building",1479.53,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",564025.53,"Not Currently Available","n/a"
"100071238947","3230","Dunsmore Home Farm","","Lilbourne Road","Clifton Upon Dunsmore","CV23 0BB",454180,276150,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land with a permanent building",1788.61,"Sq.m","Environmental protection","To Follow","n/a","Not Currently Available",49918.99,"Not Currently Available","n/a"
